A11,A12,A13,Q1,A14,Q2,Q02,A30,A31,A32,A33,A34,Q3,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,Q5,Q05,QQ5,A61,A62,A63,A64,A65,Q06,A71,A72,A73,A74,A75,Q8,A91,A92,A93,A94,A95,A101,A102,A103,Q11,A121,A122,A123,A124,Q13,A141,A142,A143,A151,A152,A153,Q16,A171,A172,A173,A174,Q18,A191,A192,A202,Type1,Type2
0,1,0,2,0,12,2,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1860,2,0.093,1,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,1,0,2,0,0,0,1,1,0,1,0,0,1
0,1,0,2,0,48,5,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,8487,5,0.42435,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,2,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,15,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,2708,3,0.1354,1,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,1,0,0,3,0,1,0,0,1,1,0,0,0,1,0,2,0,1,0,0,1,1,0,0,0,1
0,0,0,0,1,18,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1984,2,0.0992,1,0,0,0,0,1,0,0,1,0,0,4,0,0,1,0,0,1,0,0,4,0,0,0,1,0,1,0,0,0,0,1,2,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,60,5,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,10144,5,0.5072,0,1,0,0,0,2,0,0,0,1,0,4,0,1,0,0,0,1,0,0,4,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1
0,0,0,0,1,12,2,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,1240,2,0.062,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,1,0,1,0,0,1
0,0,0,0,1,27,3,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,8613,5,0.43065,0,0,0,1,0,4,0,0,1,0,0,2,0,0,1,0,0,1,0,0,2,0,0,1,0,1,0,0,1,0,1,0,2,0,0,1,0,1,1,0,0,0,1
0,1,0,2,0,15,2,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,2728,3,0.1364,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,1,0,3,0,0,1,0,1,0,1,0,0,1
0,0,1,3,0,12,2,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1881,2,0.09405,1,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1
0,0,1,3,0,6,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,709,1,0.03545,0,0,0,1,0,4,0,1,0,0,0,2,0,0,0,1,0,1,0,0,2,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1
0,1,0,2,0,36,4,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,4795,4,0.23975,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1
1,0,0,1,0,27,3,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,3416,4,0.1708,1,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,2,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1
0,0,0,0,1,21,3,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,2288,3,0.1144,1,0,0,0,0,1,0,1,0,0,0,4,0,1,0,0,0,1,0,0,4,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1
0,1,0,2,0,48,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3566,4,0.1783,0,1,0,0,0,2,0,0,0,1,0,2,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
1,0,0,1,0,6,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,860,1,0.043,1,0,0,0,0,1,0,0,0,0,1,4,0,1,0,0,0,1,0,0,4,0,0,0,1,0,0,0,1,0,1,0,2,0,0,1,0,1,0,1,0,0,1
0,0,0,0,1,12,2,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,682,1,0.0341,0,1,0,0,0,2,0,0,0,1,0,3,0,1,0,0,0,1,0,0,3,0,0,1,0,0,0,0,1,0,1,0,2,0,0,1,0,1,0,1,0,0,1
1,0,0,1,0,36,4,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,5371,5,0.26855,1,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,1,2,0,1,0,0,1,0,0,1,0,1,0,2,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,18,2,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,1582,2,0.0791,0,0,0,1,0,4,0,0,0,0,1,4,0,0,1,0,0,1,0,0,4,0,0,1,0,0,0,0,1,0,1,0,2,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,6,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1346,2,0.0673,0,1,0,0,0,2,0,0,0,0,1,4,0,0,1,0,0,1,0,0,4,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,2,0,1,0,0,1
0,0,0,0,1,10,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1924,2,0.0962,1,0,0,0,0,1,0,0,1,0,0,4,0,0,1,0,0,1,0,0,4,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1
0,0,1,3,0,36,4,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,5848,5,0.2924,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
0,1,0,2,0,24,3,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,7758,5,0.3879,0,0,0,1,0,4,0,0,0,0,1,4,0,1,0,0,0,1,0,0,4,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1
0,1,0,2,0,24,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,6967,5,0.34835,0,1,0,0,0,2,0,0,0,1,0,4,0,0,1,0,0,1,0,0,4,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1
1,0,0,1,0,9,1,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1288,2,0.0644,0,1,0,0,0,2,0,0,0,0,1,4,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,2,1,0,1,0,1
1,0,0,1,0,12,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,339,1,0.01695,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1
0,1,0,2,0,24,3,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,3512,4,0.1756,0,1,0,0,0,2,0,0,0,1,0,3,0,0,1,0,0,1,0,0,3,0,0,1,0,0,1,0,0,0,1,0,2,0,0,1,0,1,0,1,0,0,1
0,0,0,0,1,6,1,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,1898,2,0.0949,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,2,1,0,0,0,1
0,0,0,0,1,24,3,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,2872,3,0.1436,0,1,0,0,0,2,0,0,0,0,1,4,0,0,1,0,0,1,0,0,4,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,2,0,1,0,0,1
0,0,0,0,1,18,2,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,1055,2,0.05275,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,2,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,15,2,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1262,2,0.0631,0,0,1,0,0,3,0,0,0,1,0,3,0,0,1,0,0,1,0,0,3,0,1,0,0,0,0,0,1,0,1,0,2,0,0,1,0,1,0,1,0,0,1
0,1,0,2,0,10,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,7308,5,0.3654,1,0,0,0,0,1,1,0,0,0,0,4,0,0,1,0,0,1,0,0,4,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1
0,0,0,0,1,36,4,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,909,1,0.04545,0,0,1,0,0,3,0,0,0,0,1,4,0,0,1,0,0,1,0,0,4,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,6,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,2978,3,0.1489,0,0,1,0,0,3,0,0,1,0,0,2,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1
0,1,0,2,0,11,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1577,2,0.07885,0,0,0,1,0,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,24,3,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,3972,4,0.1986,1,0,0,0,0,1,0,0,0,1,0,4,0,1,0,0,0,1,0,0,4,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1
0,0,0,0,1,12,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,763,1,0.03815,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1
0,1,0,2,0,8,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1414,2,0.0707,1,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
1,0,0,1,0,12,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,2577,3,0.12885,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
1,0,0,1,0,6,1,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,338,1,0.0169,0,0,1,0,0,3,0,0,0,0,1,4,0,0,1,0,0,1,0,0,4,0,0,1,0,0,0,0,1,0,1,0,2,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,12,2,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1963,2,0.09815,1,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,1,1,0,0,2,0,0,0,1,2,0,1,0,0,1
1,0,0,1,0,21,3,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,571,1,0.02855,1,0,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,1,0,0,4,1,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,24,3,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,3777,4,0.18885,0,0,0,1,0,4,0,0,1,0,0,4,0,0,1,0,0,1,0,0,4,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1
0,0,0,0,1,15,2,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,1360,2,0.068,1,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,1,0,2,0,0,1,0,1,1,0,0,0,1
0,1,0,2,0,16,2,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,1175,2,0.05875,1,0,0,0,0,1,1,0,0,0,0,3,0,0,1,0,0,1,0,0,3,0,0,1,0,0,0,0,1,0,0,1,3,1,0,0,0,1,0,1,0,0,1
0,1,0,2,0,18,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3244,4,0.1622,1,0,0,0,0,1,0,0,1,0,0,4,0,1,0,0,0,1,0,0,4,0,0,1,0,0,1,0,0,0,1,0,2,0,0,1,0,1,0,1,0,0,1
0,0,0,0,1,6,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,2108,3,0.1054,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,1,0,0,2,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,6,1,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,1382,2,0.0691,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,2,0,0,1,0,1,0,1,0,0,1
0,1,0,2,0,24,3,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,2760,3,0.138,0,0,0,0,1,0,0,0,0,0,1,4,0,0,1,0,0,1,0,0,4,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1
0,0,0,0,1,9,1,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,936,1,0.0468,0,0,1,0,0,3,0,0,0,0,1,2,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,1,0,2,0,0,1,0,1,0,1,0,0,1
1,0,0,1,0,12,2,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1168,2,0.0584,1,0,0,0,0,1,0,0,1,0,0,3,0,0,0,1,0,1,0,0,3,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1
0,0,0,0,1,27,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,5117,5,0.25585,1,0,0,0,0,1,0,0,0,1,0,4,0,0,1,0,0,1,0,0,4,0,0,1,0,1,0,0,1,0,1,0,2,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,12,2,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,1495,2,0.07475,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,2,1,0,0,0,1
1,0,0,1,0,30,3,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,10623,5,0.53115,1,0,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,1,0,0,4,0,0,0,1,0,0,0,1,0,0,1,3,0,0,0,1,2,0,1,0,0,1
0,0,0,0,1,12,2,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,1935,2,0.09675,1,0,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,1,0,0,4,1,0,0,0,0,0,0,1,0,1,0,3,0,0,1,0,1,0,1,0,0,1
0,1,0,2,0,12,2,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,1424,2,0.0712,1,0,0,0,0,1,0,0,0,1,0,3,0,0,1,0,0,1,0,0,3,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
1,0,0,1,0,24,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,6568,5,0.3284,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,1,0,0,2,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1
0,0,0,0,1,12,2,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1413,2,0.07065,0,0,0,1,0,4,0,0,0,1,0,2,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
0,0,0,0,1,9,1,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,3074,4,0.1537,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,2,1,0,0,0,1
0,0,0,0,1,36,4,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,3835,4,0.19175,0,0,0,0,1,0,0,0,0,0,1,4,0,1,0,0,0,1,0,0,4,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1
0,0,0,0,1,36,4,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,3342,4,0.1671,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1
0,1,0,2,0,6,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,932,1,0.0466,0,0,0,0,1,0,0,0,0,1,0,3,0,1,0,0,0,1,0,0,3,0,1,0,0,0,0,0,1,0,1,0,2,0,1,0,0,1,1,0,0,0,1
1,0,0,1,0,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3104,4,0.1552,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1
0,0,1,3,0,36,4,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,3913,4,0.19565,1,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,2,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1
1,0,0,1,0,24,3,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,3021,4,0.15105,1,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1
0,0,0,0,1,10,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1364,2,0.0682,1,0,0,0,0,1,0,0,1,0,0,4,0,1,0,0,0,1,0,0,4,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1
0,1,0,2,0,12,2,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,625,1,0.03125,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1
1,0,0,1,0,12,2,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1200,2,0.06,0,0,0,0,1,0,0,0,1,0,0,4,0,1,0,0,0,1,0,0,4,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1
0,0,0,0,1,12,2,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,707,1,0.03535,1,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,24,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,2978,3,0.1489,0,0,0,0,1,0,0,0,1,0,0,4,0,0,1,0,0,1,0,0,4,1,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,2,0,1,0,0,1
0,0,0,0,1,15,2,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,4657,4,0.23285,1,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1
0,0,0,0,1,36,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2613,3,0.13065,1,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,2,0,0,1,0,1,0,0,1,0,1,0,2,0,0,1,0,1,1,0,0,0,1
1,0,0,1,0,24,3,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,3149,4,0.15745,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,9,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,2507,3,0.12535,0,0,1,0,0,3,0,0,0,0,1,4,0,0,1,0,0,1,0,0,4,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1
0,0,0,0,1,12,2,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,2141,3,0.10705,0,1,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
0,1,0,2,0,18,2,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,866,1,0.0433,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1
0,0,0,0,1,4,1,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,1544,2,0.0772,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,3,0,1,0,0,2,1,0,0,0,1
0,0,0,0,1,12,2,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,1291,2,0.06455,1,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,1,0,2,0,0,1,0,1,1,0,0,0,1
1,0,0,1,0,30,3,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,2522,3,0.1261,1,0,0,0,0,1,0,0,0,0,1,3,0,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,2,1,0,0,0,1
0,0,0,0,1,6,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1595,2,0.07975,1,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,2,1,0,0,0,1
0,0,0,0,1,12,2,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,1185,2,0.05925,1,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,1,0,0,2,1,0,0,0,1,0,0,1,0,1,0,2,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,12,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3447,4,0.17235,0,0,1,0,0,3,0,0,1,0,0,3,0,1,0,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,2,1,0,0,0,1
0,0,0,0,1,24,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1258,2,0.0629,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1
0,0,0,0,1,12,2,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,717,1,0.03585,1,0,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,1,0,0,4,1,0,0,0,0,0,0,1,0,1,0,3,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1204,2,0.0602,0,1,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1
0,0,1,3,0,24,3,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1925,2,0.09625,1,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,2,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
1,0,0,1,0,6,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,666,1,0.0333,0,0,0,1,0,4,0,0,0,1,0,4,0,1,0,0,0,1,0,0,4,1,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,1,0,1,0,0,1
0,0,1,3,0,12,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,2251,3,0.11255,1,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1
0,0,0,0,1,24,3,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,4151,4,0.20755,0,1,0,0,0,2,0,0,1,0,0,3,0,0,1,0,0,1,0,0,3,0,1,0,0,0,0,0,1,0,1,0,2,0,0,1,0,1,1,0,0,0,1
0,1,0,2,0,9,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,2030,3,0.1015,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1
0,1,0,2,0,60,5,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,7418,5,0.3709,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1
0,0,0,0,1,24,3,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,2684,3,0.1342,1,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,1,1,0,0,0,1
0,0,0,0,1,15,2,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,3812,4,0.1906,0,1,0,0,0,2,0,1,0,0,0,4,0,1,0,0,0,1,0,0,4,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1
0,0,0,0,1,11,2,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,1154,2,0.0577,0,1,0,0,0,2,1,0,0,0,0,4,0,1,0,0,0,1,0,0,4,1,0,0,0,0,0,0,1,0,1,0,3,0,1,0,0,1,1,0,0,0,1
1,0,0,1,0,12,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1657,2,0.08285,1,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,2,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
1,0,0,1,0,24,3,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1603,2,0.08015,1,0,0,0,0,1,0,0,0,0,1,4,0,1,0,0,0,1,0,0,4,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
1,0,0,1,0,18,2,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,5302,5,0.2651,1,0,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,1,0,0,4,0,0,0,1,0,0,0,1,0,0,1,3,0,0,0,1,1,0,1,0,0,1
0,0,0,0,1,12,2,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,2748,3,0.1374,1,0,0,0,0,1,0,0,0,0,1,4,0,1,0,0,0,1,0,0,4,0,0,0,1,0,1,0,0,0,0,1,3,0,1,0,0,1,1,0,0,0,1
